referrer,views_total,views_unique
github.com,83,8
Google,67,23
schorschinho.github.io,51,14
forum.mrshub.org,22,9
Bing,19,4
search.brave.com,9,2
chatgpt.com,8,4
yandex.ru,7,2
mrshub.org,6,3
statics.teams.cdn.office.net,3,2
