url_path,views_total,views_unique
/schorschinho/osprey,229,104
/schorschinho/osprey/tree/develop,24,13
/schorschinho/osprey/issues,21,14
/schorschinho/osprey/pulls,20,9
/schorschinho/osprey/tree/develop/exampledata,18,12
/schorschinho/osprey/tree/develop/libraries,18,9
/schorschinho/osprey/releases,17,11
/schorschinho/osprey/commit/7436304edb5b25d79f321ca2bcad1a0eb75cd39c,16,5
/schorschinho/osprey/commit/b6e971bd305c23d2e6173c7b5ef2b12c8e4b5aa4,14,7
/schorschinho/osprey/tree/develop/libraries/FID-A,14,7
