referrer,views_total,views_unique
Google,180,53
schorschinho.github.io,126,28
github.com,62,9
mrshub.org,51,4
chatgpt.com,26,7
nitrc.org,21,7
osprey-bids.readthedocs.io,19,2
forum.mrshub.org,18,8
Bing,7,5
gabamrs.com,4,3
