referrer,views_total,views_unique
Google,98,40
schorschinho.github.io,55,20
github.com,44,15
forum.mrshub.org,40,12
mrshub.org,19,6
ecosia.org,8,1
chatgpt.com,6,1
gabamrs.com,5,4
Bing,5,3
DuckDuckGo,3,3
