referrer,views_total,views_unique
Google,189,59
schorschinho.github.io,73,22
forum.mrshub.org,57,10
github.com,24,8
mrshub.org,18,7
chatgpt.com,12,3
Bing,4,3
todo.scott5.org,4,2
DuckDuckGo,4,1
gabamrs.com,2,2
