referrer,views_total,views_unique
Google,106,28
github.com,52,17
schorschinho.github.io,48,21
forum.mrshub.org,20,9
Bing,16,7
nitrc.org,13,7
chatgpt.com,12,5
mrshub.org,9,5
word-view.officeapps.live.com,6,1
DuckDuckGo,2,2
