time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-23 00:00:00+00:00,,,7,6
2025-03-24 00:00:00+00:00,,,25,12
2025-03-25 00:00:00+00:00,,,19,10
2025-03-26 00:00:00+00:00,,,28,10
2025-03-27 00:00:00+00:00,,,52,14
2025-03-28 00:00:00+00:00,1.0,1.0,27,9
2025-03-29 00:00:00+00:00,,,15,3
2025-03-30 00:00:00+00:00,1.0,1.0,4,3
2025-03-31 00:00:00+00:00,,,98,12
2025-04-01 00:00:00+00:00,8.0,5.0,70,16
2025-04-02 00:00:00+00:00,1.0,1.0,58,19
2025-04-03 00:00:00+00:00,1.0,1.0,67,25
2025-04-04 00:00:00+00:00,,,91,13
2025-04-05 00:00:00+00:00,1.0,1.0,2,2
