referrer,views_total,views_unique
Google,132,48
schorschinho.github.io,72,24
Bing,56,8
forum.mrshub.org,54,14
github.com,43,13
mrshub.org,18,4
nitrc.org,17,10
chatgpt.com,15,5
gabamrs.com,7,4
youtube.com,7,2
