time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-10 00:00:00+00:00,3.0,3.0,123,24
2025-03-11 00:00:00+00:00,1.0,1.0,50,19
2025-03-12 00:00:00+00:00,3.0,2.0,57,26
2025-03-13 00:00:00+00:00,7.0,7.0,89,27
2025-03-14 00:00:00+00:00,1.0,1.0,30,15
2025-03-15 00:00:00+00:00,,,18,5
2025-03-16 00:00:00+00:00,1.0,1.0,34,7
2025-03-17 00:00:00+00:00,1.0,1.0,49,15
2025-03-18 00:00:00+00:00,2.0,2.0,91,28
2025-03-19 00:00:00+00:00,2.0,2.0,111,19
2025-03-20 00:00:00+00:00,3.0,1.0,94,21
2025-03-21 00:00:00+00:00,1.0,1.0,40,15
2025-03-22 00:00:00+00:00,,,62,7
2025-03-23 00:00:00+00:00,,,7,6
