referrer,views_total,views_unique
Google,119,36
schorschinho.github.io,67,25
Bing,48,8
github.com,34,6
forum.mrshub.org,14,10
chatgpt.com,7,4
gabamrs.com,3,2
cn.bing.com,3,1
kennedykrieger.org,2,1
wtclarke.github.io,2,1
