referrer,views_total,views_unique
Google,148,36
github.com,73,16
schorschinho.github.io,70,23
Bing,23,12
nitrc.org,18,6
chatgpt.com,13,6
forum.mrshub.org,8,6
mrshub.org,6,4
word-view.officeapps.live.com,6,1
webmail.unicaen.fr,3,2
