referrer,views_total,views_unique
Google,233,53
forum.mrshub.org,119,14
schorschinho.github.io,44,19
github.com,44,10
Bing,12,6
nitrc.org,9,1
gabamrs.com,8,4
mrshub.org,7,5
open.win.ox.ac.uk,6,1
chatgpt.com,3,2
