time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-21 00:00:00+00:00,,,42,12
2025-04-22 00:00:00+00:00,1.0,1.0,72,19
2025-04-23 00:00:00+00:00,9.0,5.0,44,13
2025-04-24 00:00:00+00:00,,,56,14
2025-04-25 00:00:00+00:00,6.0,3.0,49,18
2025-04-26 00:00:00+00:00,,,10,5
2025-04-27 00:00:00+00:00,,,15,2
2025-04-28 00:00:00+00:00,1.0,1.0,51,11
2025-04-29 00:00:00+00:00,,,31,10
2025-04-30 00:00:00+00:00,,,37,12
2025-05-01 00:00:00+00:00,,,52,16
2025-05-02 00:00:00+00:00,1.0,1.0,46,14
2025-05-03 00:00:00+00:00,,,4,4
2025-05-04 00:00:00+00:00,,,2,2
