referrer,views_total,views_unique
Google,211,32
schorschinho.github.io,172,26
forum.mrshub.org,60,15
github.com,28,6
chatgpt.com,19,4
nitrc.org,14,5
Bing,14,4
cac-word-view.officeapps.live.com,2,2
perplexity.ai,2,2
gabamrs.com,2,1
