referrer,views_total,views_unique
Google,78,47
schorschinho.github.io,65,28
github.com,39,19
researchgate.net,27,1
chatgpt.com,15,8
Bing,14,5
osprey-docs-test.readthedocs.io,11,7
forum.mrshub.org,9,4
gabamrs.com,6,4
DuckDuckGo,6,3
