time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-09 00:00:00+00:00,1.0,1.0,68,18
2025-09-10 00:00:00+00:00,3.0,3.0,83,25
2025-09-11 00:00:00+00:00,,,97,18
2025-09-12 00:00:00+00:00,,,22,13
2025-09-13 00:00:00+00:00,,,13,6
2025-09-14 00:00:00+00:00,,,28,8
2025-09-15 00:00:00+00:00,2.0,2.0,73,26
2025-09-16 00:00:00+00:00,5.0,4.0,59,21
2025-09-17 00:00:00+00:00,11.0,10.0,59,25
2025-09-18 00:00:00+00:00,13.0,8.0,26,13
2025-09-19 00:00:00+00:00,11.0,9.0,49,16
2025-09-20 00:00:00+00:00,8.0,8.0,1,1
2025-09-21 00:00:00+00:00,4.0,3.0,24,8
2025-09-22 00:00:00+00:00,16.0,15.0,31,15
