referrer,views_total,views_unique
Google,60,25
schorschinho.github.io,48,19
github.com,39,9
forum.mrshub.org,21,10
Bing,18,7
nitrc.org,10,5
mrshub.org,7,4
chatgpt.com,6,2
osprey-bids.readthedocs.io,2,2
search.brave.com,2,2
