referrer,views_total,views_unique
Google,132,33
schorschinho.github.io,95,30
forum.mrshub.org,41,8
github.com,29,7
nitrc.org,22,5
Bing,21,11
chatgpt.com,19,2
Yahoo,8,2
gabamrs.com,6,2
DuckDuckGo,3,2
