referrer,views_total,views_unique
Google,98,39
github.com,23,10
schorschinho.github.io,21,10
Bing,17,5
mrshub.org,13,5
forum.mrshub.org,9,2
DuckDuckGo,8,5
nitrc.org,8,3
gabamrs.com,3,3
search.brave.com,2,2
