referrer,views_total,views_unique
schorschinho.github.io,113,9
Google,69,28
forum.mrshub.org,15,5
github.com,9,3
confluence.utdallas.edu,8,1
Bing,7,6
osprey-bids.readthedocs.io,7,1
chatgpt.com,5,3
gabamrs.com,4,3
word-view.officeapps.live.com,4,3
