time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-29 00:00:00+00:00,1.0,1.0,9,7
2025-11-30 00:00:00+00:00,1.0,1.0,24,5
2025-12-01 00:00:00+00:00,4.0,4.0,63,17
2025-12-02 00:00:00+00:00,28.0,21.0,82,22
2025-12-03 00:00:00+00:00,19.0,9.0,52,22
2025-12-04 00:00:00+00:00,7.0,5.0,90,18
2025-12-05 00:00:00+00:00,8.0,8.0,30,12
2025-12-06 00:00:00+00:00,,,7,6
2025-12-07 00:00:00+00:00,1.0,1.0,40,6
2025-12-08 00:00:00+00:00,3.0,3.0,92,27
2025-12-09 00:00:00+00:00,10.0,7.0,84,26
2025-12-10 00:00:00+00:00,2.0,2.0,69,26
2025-12-11 00:00:00+00:00,4.0,1.0,101,21
2025-12-12 00:00:00+00:00,2.0,2.0,133,15
