time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-13 00:00:00+00:00,3,3,61,18
2026-02-14 00:00:00+00:00,0,0,20,10
2026-02-15 00:00:00+00:00,0,0,8,8
2026-02-16 00:00:00+00:00,4,3,33,14
2026-02-17 00:00:00+00:00,1,1,39,16
2026-02-18 00:00:00+00:00,2,2,71,17
2026-02-19 00:00:00+00:00,5,4,52,20
2026-02-20 00:00:00+00:00,2,2,52,17
2026-02-21 00:00:00+00:00,16,2,18,10
2026-02-22 00:00:00+00:00,1,1,8,7
2026-02-23 00:00:00+00:00,4,1,66,18
2026-02-24 00:00:00+00:00,5,4,69,35
2026-02-25 00:00:00+00:00,2,2,110,24
2026-02-26 00:00:00+00:00,6,6,78,31
