referrer,views_total,views_unique
Google,376,54
schorschinho.github.io,109,23
github.com,67,11
chatgpt.com,31,6
Bing,26,7
mrshub.org,17,4
forum.mrshub.org,11,8
DuckDuckGo,10,3
statics.teams.cdn.office.net,3,3
markmikkelsen.github.io,2,1
