time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-19 00:00:00+00:00,2.0,2.0,,
2025-04-20 00:00:00+00:00,1.0,1.0,1.0,1.0
2025-04-21 00:00:00+00:00,,,42.0,12.0
2025-04-22 00:00:00+00:00,1.0,1.0,72.0,19.0
2025-04-23 00:00:00+00:00,9.0,5.0,44.0,13.0
2025-04-24 00:00:00+00:00,,,56.0,14.0
2025-04-25 00:00:00+00:00,6.0,3.0,49.0,18.0
2025-04-26 00:00:00+00:00,,,10.0,5.0
2025-04-27 00:00:00+00:00,,,15.0,2.0
2025-04-28 00:00:00+00:00,1.0,1.0,51.0,11.0
2025-04-29 00:00:00+00:00,,,31.0,10.0
2025-04-30 00:00:00+00:00,,,37.0,12.0
2025-05-01 00:00:00+00:00,,,52.0,16.0
2025-05-02 00:00:00+00:00,1.0,1.0,44.0,14.0
