referrer,views_total,views_unique
Google,164,34
schorschinho.github.io,31,13
forum.mrshub.org,30,8
Bing,10,3
github.com,5,2
DuckDuckGo,5,1
medrxiv.org,4,1
search.brave.com,3,2
Yahoo,3,1
mrshub.netlify.app,2,1
