referrer,views_total,views_unique
Google,109,30
github.com,70,17
schorschinho.github.io,45,19
forum.mrshub.org,20,9
Bing,17,8
nitrc.org,14,7
chatgpt.com,13,6
mrshub.org,9,5
word-view.officeapps.live.com,6,1
DuckDuckGo,2,2
