referrer,views_total,views_unique
Google,134,35
schorschinho.github.io,99,34
github.com,30,8
nitrc.org,22,5
chatgpt.com,20,3
Bing,19,9
forum.mrshub.org,15,5
Yahoo,8,2
gabamrs.com,5,1
mrshub.org,3,3
