referrer,views_total,views_unique
Google,233,50
github.com,105,8
schorschinho.github.io,73,21
forum.mrshub.org,27,11
Bing,12,3
mrshub.org,11,5
kennedykrieger.org,8,1
chatgpt.com,7,6
Yahoo,6,2
qwant.com,4,2
