referrer,views_total,views_unique
Google,227,51
github.com,58,12
schorschinho.github.io,44,15
nitrc.org,19,5
forum.mrshub.org,18,7
chatgpt.com,17,6
Bing,11,2
mrshub.org,6,3
ecosia.org,4,1
mrshub.netlify.app,3,1
