referrer,views_total,views_unique
Google,108,43
schorschinho.github.io,92,28
forum.mrshub.org,40,11
github.com,23,13
nitrc.org,17,7
mrshub.org,12,3
Bing,10,6
chatgpt.com,10,4
youtube.com,6,1
helpdesk.i3s.up.pt,4,1
