referrer,views_total,views_unique
Google,45,22
schorschinho.github.io,38,16
github.com,17,6
mrshub.org,8,3
confluence.utdallas.edu,8,1
Bing,5,4
chatgpt.com,4,2
Yahoo,4,1
forum.mrshub.org,3,2
gabamrs.com,3,2
