referrer,views_total,views_unique
Google,111,44
schorschinho.github.io,98,28
github.com,38,12
Bing,35,12
nitrc.org,14,6
forum.mrshub.org,12,7
mrshub.org,8,4
chatgpt.com,5,4
webmail.unicaen.fr,2,2
bio.tools,1,1
