referrer,views_total,views_unique
schorschinho.github.io,160,22
Google,150,25
forum.mrshub.org,57,13
chatgpt.com,19,4
github.com,12,5
nitrc.org,10,3
Bing,5,4
perplexity.ai,2,2
gabamrs.com,2,1
Yahoo,1,1
