referrer,views_total,views_unique
Google,235,62
schorschinho.github.io,83,26
forum.mrshub.org,64,26
github.com,51,12
Bing,11,4
mrshub.netlify.app,9,3
mrshub.org,8,5
nitrc.org,7,2
chatgpt.com,2,2
se.search.yahoo.com,2,2
