referrer,views_total,views_unique
Google,88,22
github.com,88,9
schorschinho.github.io,82,14
forum.mrshub.org,21,8
Bing,17,3
mrshub.org,9,4
search.brave.com,9,2
chatgpt.com,4,3
statics.teams.cdn.office.net,3,2
groups.google.com,3,1
