referrer,views_total,views_unique
Google,198,48
github.com,60,13
schorschinho.github.io,46,17
forum.mrshub.org,19,7
chatgpt.com,17,5
nitrc.org,12,2
Bing,11,2
mrshub.org,6,3
ecosia.org,4,1
mrshub.netlify.app,3,1
