referrer,views_total,views_unique
Google,381,58
github.com,93,13
schorschinho.github.io,92,35
forum.mrshub.org,26,12
chatgpt.com,25,7
perplexity.ai,15,2
gabamrs.com,11,4
Bing,8,6
mrshub.org,8,5
DuckDuckGo,4,3
