referrer,views_total,views_unique
Google,142,39
schorschinho.github.io,100,17
github.com,79,9
gabamrs.com,21,4
chatgpt.com,14,3
Bing,14,3
DuckDuckGo,13,1
forum.mrshub.org,9,5
cn.bing.com,9,3
nitrc.org,5,1
