url_path,views_total,views_unique
/schorschinho/osprey,320,160
/schorschinho/osprey/tree/develop/exampledata,35,14
/schorschinho/osprey/pulls,26,6
/schorschinho/osprey/tree/develop,23,11
/schorschinho/osprey/issues,18,8
/schorschinho/osprey/releases,17,12
/schorschinho/osprey/tree/develop/libraries/FID-A/inputOutput,14,9
/schorschinho/osprey/blob/develop/libraries/FID-A/inputOutput/io_writelcmBASIS.m,12,6
/schorschinho/osprey/tree/develop/process,12,5
/schorschinho/osprey/releases/tag/v.2.9.0,11,9
