referrer,views_total,views_unique
Google,79,45
schorschinho.github.io,61,24
github.com,42,19
researchgate.net,27,1
Bing,14,5
chatgpt.com,13,8
osprey-docs-test.readthedocs.io,11,7
forum.mrshub.org,8,3
ecosia.org,6,1
gabamrs.com,5,3
