referrer,views_total,views_unique
Google,227,54
schorschinho.github.io,102,23
forum.mrshub.org,63,26
github.com,54,12
Bing,10,3
nitrc.org,8,3
mrshub.org,7,4
se.search.yahoo.com,3,3
cn.bing.com,2,2
epfl.ch,2,1
