referrer,views_total,views_unique
Google,147,40
schorschinho.github.io,63,23
github.com,47,16
Bing,21,11
nitrc.org,15,7
mrshub.org,8,6
chatgpt.com,8,5
forum.mrshub.org,7,5
word-view.officeapps.live.com,6,1
webmail.unicaen.fr,3,2
