referrer,views_total,views_unique
Google,153,40
schorschinho.github.io,110,34
mrshub.org,31,4
nitrc.org,28,7
github.com,27,6
chatgpt.com,20,3
Bing,19,9
forum.mrshub.org,12,5
Yahoo,10,4
gabamrs.com,6,2
