time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-26 00:00:00+00:00,6,6,78,31
2026-02-27 00:00:00+00:00,2,2,61,17
2026-02-28 00:00:00+00:00,1,1,21,10
2026-03-01 00:00:00+00:00,0,0,15,6
2026-03-02 00:00:00+00:00,1,1,46,30
2026-03-03 00:00:00+00:00,0,0,50,17
2026-03-04 00:00:00+00:00,1,1,99,24
2026-03-05 00:00:00+00:00,4,4,95,24
2026-03-06 00:00:00+00:00,2,2,122,31
2026-03-07 00:00:00+00:00,2,2,28,10
2026-03-08 00:00:00+00:00,1,1,20,8
2026-03-09 00:00:00+00:00,2,2,62,18
2026-03-10 00:00:00+00:00,2,2,81,21
2026-03-11 00:00:00+00:00,2,2,100,20
