url_path,views_total,views_unique
/schorschinho/osprey,120,70
/schorschinho/osprey/commit/e1c5c9021449134dc086b740de257a5d290a9e0b,25,1
/schorschinho/osprey/issues,24,22
/schorschinho/osprey/releases,14,10
/schorschinho/osprey/tree/develop,11,6
/schorschinho/osprey/tree/develop/fit/basissets/3T/siemens,11,2
/schorschinho/osprey/tree/develop/fit/basissets/3T/siemens/mega/press,10,3
/schorschinho/osprey/tree/develop/quantify,10,3
/schorschinho/osprey/tree/develop/fit/basissets/3T/siemens/unedited/press/144,10,1
/schorschinho/osprey/releases/tag/v.2.9.0,9,6
