time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-08 00:00:00+00:00,1.0,1.0,42,15
2025-05-09 00:00:00+00:00,2.0,2.0,30,12
2025-05-10 00:00:00+00:00,,,37,13
2025-05-11 00:00:00+00:00,1.0,1.0,4,3
2025-05-12 00:00:00+00:00,1.0,1.0,52,16
2025-05-13 00:00:00+00:00,,,40,9
2025-05-14 00:00:00+00:00,,,71,9
2025-05-15 00:00:00+00:00,,,23,8
2025-05-16 00:00:00+00:00,,,31,10
2025-05-17 00:00:00+00:00,,,4,1
2025-05-18 00:00:00+00:00,,,12,5
2025-05-19 00:00:00+00:00,1.0,1.0,37,13
2025-05-20 00:00:00+00:00,2.0,2.0,115,18
2025-05-21 00:00:00+00:00,1.0,1.0,40,12
