referrer,views_total,views_unique
Google,242,60
schorschinho.github.io,129,24
github.com,92,9
forum.mrshub.org,26,11
chatgpt.com,23,4
DuckDuckGo,20,2
mrshub.org,15,3
Bing,9,5
statics.teams.cdn.office.net,5,3
cn.bing.com,3,1
