referrer,views_total,views_unique
Google,111,39
github.com,37,10
schorschinho.github.io,26,12
Bing,15,4
forum.mrshub.org,12,4
nitrc.org,9,4
DuckDuckGo,8,5
mrshub.org,5,4
chatgpt.com,5,3
gabamrs.com,3,3
