time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-14 00:00:00+00:00,1.0,1.0,38,11
2025-11-15 00:00:00+00:00,,,7,6
2025-11-16 00:00:00+00:00,,,24,13
2025-11-17 00:00:00+00:00,1.0,1.0,73,24
2025-11-18 00:00:00+00:00,1.0,1.0,51,25
2025-11-19 00:00:00+00:00,2.0,2.0,122,17
2025-11-20 00:00:00+00:00,2.0,2.0,86,19
2025-11-21 00:00:00+00:00,7.0,5.0,67,21
2025-11-22 00:00:00+00:00,1.0,1.0,23,3
2025-11-23 00:00:00+00:00,,,101,7
2025-11-24 00:00:00+00:00,2.0,2.0,83,10
2025-11-25 00:00:00+00:00,19.0,16.0,139,23
2025-11-26 00:00:00+00:00,5.0,4.0,107,26
2025-11-27 00:00:00+00:00,1.0,1.0,40,9
