referrer,views_total,views_unique
Google,211,46
schorschinho.github.io,56,18
github.com,49,11
forum.mrshub.org,23,8
nitrc.org,19,5
Bing,11,2
chatgpt.com,6,4
mrshub.org,5,2
ecosia.org,4,1
mrshub.netlify.app,3,1
