referrer,views_total,views_unique
Google,116,46
schorschinho.github.io,73,25
Bing,56,8
forum.mrshub.org,54,14
github.com,42,13
mrshub.org,18,4
nitrc.org,16,9
chatgpt.com,11,4
gabamrs.com,7,4
youtube.com,7,2
