referrer,views_total,views_unique
Google,220,56
schorschinho.github.io,81,23
github.com,62,9
forum.mrshub.org,41,14
Bing,22,5
DuckDuckGo,11,1
cn.bing.com,9,3
statics.teams.cdn.office.net,6,2
gabamrs.com,3,3
chatgpt.com,3,1
