referrer,views_total,views_unique
Google,175,53
schorschinho.github.io,96,26
mrshub.org,51,4
github.com,43,9
chatgpt.com,26,7
osprey-bids.readthedocs.io,24,3
nitrc.org,21,7
forum.mrshub.org,14,6
Bing,6,4
gabamrs.com,4,3
